"IDE_CLIENTE","IDE_CLIENTE_NIF","DES_CLIENTE","FEC_NACIMIENTO","NUM_EDAD","NUM_TAMANO_FAMILIAR","FEC_CONTRATO","NUM_ANOS_EXPERIENCIA","NUM_INGRESOS_ANO","IDE_NIVEL_EDUCACION","DES_NIVEL_EDUCACION"
3349,"MIG102955","PRUEBAAPELLIDO MIG102955, PRUEBANOMBRE MIG102955","1983-10-23",31,1,"2007-10-23",7,42,2,"MEDIO"
3348,"MIG102954","PRUEBAAPELLIDO MIG102954, PRUEBANOMBRE MIG102954","1953-10-23",61,3,"1978-10-23",36,78,1,"BASICO"
3347,"MIG102953","PRUEBAAPELLIDO MIG102953, PRUEBANOMBRE MIG102953","1981-10-23",33,1,"2006-10-23",8,182,1,"BASICO"
3346,"MIG102952","PRUEBAAPELLIDO MIG102952, PRUEBANOMBRE MIG102952","1988-10-23",26,2,"2012-10-23",2,132,3,"ALTO"
3345,"MIG102951","PRUEBAAPELLIDO MIG102951, PRUEBANOMBRE MIG102951","1972-10-23",42,1,"1998-10-23",16,55,3,"ALTO"
3344,"MIG102950","PRUEBAAPELLIDO MIG102950, PRUEBANOMBRE MIG102950","1977-10-23",37,3,"2003-10-23",11,19,2,"MEDIO"
3343,"MIG102949","PRUEBAAPELLIDO MIG102949, PRUEBANOMBRE MIG102949","1970-10-23",44,2,"1996-10-23",18,14,3,"ALTO"
3342,"MIG102948","PRUEBAAPELLIDO MIG102948, PRUEBANOMBRE MIG102948","1969-10-23",45,2,"1993-10-23",21,151,1,"BASICO"
3341,"MIG102947","PRUEBAAPELLIDO MIG102947, PRUEBANOMBRE MIG102947","1981-10-23",33,1,"2005-10-23",9,145,1,"BASICO"
3340,"MIG102946","PRUEBAAPELLIDO MIG102946, PRUEBANOMBRE MIG102946","1969-10-23",45,3,"1995-10-23",19,30,2,"MEDIO"
3339,"MIG102945","PRUEBAAPELLIDO MIG102945, PRUEBANOMBRE MIG102945","1959-10-23",55,2,"1984-10-23",30,79,3,"ALTO"
3338,"MIG102944","PRUEBAAPELLIDO MIG102944, PRUEBANOMBRE MIG102944","1958-10-23",56,4,"1982-10-23",32,83,2,"MEDIO"
3337,"MIG102943","PRUEBAAPELLIDO MIG102943, PRUEBANOMBRE MIG102943","1985-10-23",29,1,"2009-10-23",5,160,1,"BASICO"
3336,"MIG102942","PRUEBAAPELLIDO MIG102942, PRUEBANOMBRE MIG102942","1954-10-23",60,1,"1979-10-23",35,122,1,"BASICO"
3335,"MIG102941","PRUEBAAPELLIDO MIG102941, PRUEBANOMBRE MIG102941","1987-10-23",27,3,"2011-10-23",3,43,2,"MEDIO"
3334,"MIG102940","PRUEBAAPELLIDO MIG102940, PRUEBANOMBRE MIG102940","1960-10-23",54,4,"1990-10-23",24,25,3,"ALTO"
3333,"MIG102939","PRUEBAAPELLIDO MIG102939, PRUEBANOMBRE MIG102939","1981-10-23",33,3,"2005-10-23",9,61,2,"MEDIO"
3332,"MIG102938","PRUEBAAPELLIDO MIG102938, PRUEBANOMBRE MIG102938","1952-10-23",62,2,"1978-10-23",36,89,1,"BASICO"
3331,"MIG102937","PRUEBAAPELLIDO MIG102937, PRUEBANOMBRE MIG102937","1965-10-23",49,3,"1992-10-23",22,81,2,"MEDIO"
3330,"MIG102936","PRUEBAAPELLIDO MIG102936, PRUEBANOMBRE MIG102936","1961-10-23",53,1,"1991-10-23",23,80,3,"ALTO"
3329,"MIG102935","PRUEBAAPELLIDO MIG102935, PRUEBANOMBRE MIG102935","1977-10-23",37,2,"2001-10-23",13,195,1,"BASICO"
3328,"MIG102934","PRUEBAAPELLIDO MIG102934, PRUEBANOMBRE MIG102934","1967-10-23",47,3,"1992-10-23",22,42,2,"MEDIO"
3327,"MIG102933","PRUEBAAPELLIDO MIG102933, PRUEBANOMBRE MIG102933","1973-10-23",41,1,"1998-10-23",16,154,1,"BASICO"
3326,"MIG102932","PRUEBAAPELLIDO MIG102932, PRUEBANOMBRE MIG102932","1983-10-23",31,2,"2010-10-23",4,54,2,"MEDIO"
3325,"MIG102931","PRUEBAAPELLIDO MIG102931, PRUEBANOMBRE MIG102931","1973-10-23",41,4,"1997-10-23",17,78,1,"BASICO"
3324,"MIG102930","PRUEBAAPELLIDO MIG102930, PRUEBANOMBRE MIG102930","1982-10-23",32,4,"2008-10-23",6,22,1,"BASICO"
3323,"MIG102929","PRUEBAAPELLIDO MIG102929, PRUEBANOMBRE MIG102929","1983-10-23",31,2,"2008-10-23",6,175,1,"BASICO"
3322,"MIG102928","PRUEBAAPELLIDO MIG102928, PRUEBANOMBRE MIG102928","1971-10-23",43,1,"1997-10-23",17,124,1,"BASICO"
3321,"MIG102927","PRUEBAAPELLIDO MIG102927, PRUEBANOMBRE MIG102927","1961-10-23",53,2,"1986-10-23",28,44,3,"ALTO"
3320,"MIG102926","PRUEBAAPELLIDO MIG102926, PRUEBANOMBRE MIG102926","1955-10-23",59,4,"1979-10-23",35,42,1,"BASICO"
3319,"MIG102925","PRUEBAAPELLIDO MIG102925, PRUEBANOMBRE MIG102925","1963-10-23",51,1,"1988-10-23",26,98,3,"ALTO"
3318,"MIG102924","PRUEBAAPELLIDO MIG102924, PRUEBANOMBRE MIG102924","1963-10-23",51,2,"1987-10-23",27,12,1,"BASICO"
3317,"MIG102923","PRUEBAAPELLIDO MIG102923, PRUEBANOMBRE MIG102923","1962-10-23",52,1,"1988-10-23",26,49,3,"ALTO"
3316,"MIG102922","PRUEBAAPELLIDO MIG102922, PRUEBANOMBRE MIG102922","1964-10-23",50,1,"1990-10-23",24,95,1,"BASICO"
3315,"MIG102921","PRUEBAAPELLIDO MIG102921, PRUEBANOMBRE MIG102921","1954-10-23",60,2,"1979-10-23",35,44,3,"ALTO"
3314,"MIG102920","PRUEBAAPELLIDO MIG102920, PRUEBANOMBRE MIG102920","1979-10-23",35,3,"2004-10-23",10,64,1,"BASICO"
3313,"MIG102919","PRUEBAAPELLIDO MIG102919, PRUEBANOMBRE MIG102919","1986-10-23",28,1,"2011-10-23",3,142,1,"BASICO"
3312,"MIG102918","PRUEBAAPELLIDO MIG102918, PRUEBANOMBRE MIG102918","1959-10-23",55,3,"1983-10-23",31,34,1,"BASICO"
3311,"MIG102917","PRUEBAAPELLIDO MIG102917, PRUEBANOMBRE MIG102917","1968-10-23",46,1,"1994-10-23",20,40,2,"MEDIO"
3310,"MIG102916","PRUEBAAPELLIDO MIG102916, PRUEBANOMBRE MIG102916","1980-10-23",34,1,"2005-10-23",9,133,1,"BASICO"
3309,"MIG102915","PRUEBAAPELLIDO MIG102915, PRUEBANOMBRE MIG102915","1972-10-23",42,2,"1996-10-23",18,42,1,"BASICO"
3308,"MIG102914","PRUEBAAPELLIDO MIG102914, PRUEBANOMBRE MIG102914","1975-10-23",39,3,"2002-10-23",12,75,2,"MEDIO"
3307,"MIG102913","PRUEBAAPELLIDO MIG102913, PRUEBANOMBRE MIG102913","1970-10-23",44,4,"1994-10-23",20,130,2,"MEDIO"
3306,"MIG102912","PRUEBAAPELLIDO MIG102912, PRUEBANOMBRE MIG102912","1984-10-23",30,4,"2010-10-23",4,54,3,"ALTO"
3305,"MIG102911","PRUEBAAPELLIDO MIG102911, PRUEBANOMBRE MIG102911","1968-10-23",46,3,"1992-10-23",22,102,3,"ALTO"
3304,"MIG102910","PRUEBAAPELLIDO MIG102910, PRUEBANOMBRE MIG102910","1979-10-23",35,2,"2006-10-23",8,44,2,"MEDIO"
3303,"MIG102909","PRUEBAAPELLIDO MIG102909, PRUEBANOMBRE MIG102909","1957-10-23",57,3,"1982-10-23",32,22,2,"MEDIO"
3302,"MIG102908","PRUEBAAPELLIDO MIG102908, PRUEBANOMBRE MIG102908","1969-10-23",45,2,"1994-10-23",20,40,1,"BASICO"
3301,"MIG102907","PRUEBAAPELLIDO MIG102907, PRUEBANOMBRE MIG102907","1979-10-23",35,2,"2006-10-23",8,55,2,"MEDIO"
3300,"MIG102906","PRUEBAAPELLIDO MIG102906, PRUEBANOMBRE MIG102906","1950-10-23",64,2,"1974-10-23",40,8,3,"ALTO"
3299,"MIG102905","PRUEBAAPELLIDO MIG102905, PRUEBANOMBRE MIG102905","1958-10-23",56,3,"1982-10-23",32,190,1,"BASICO"
3298,"MIG102904","PRUEBAAPELLIDO MIG102904, PRUEBANOMBRE MIG102904","1956-10-23",58,3,"1980-10-23",34,41,1,"BASICO"
3297,"MIG102903","PRUEBAAPELLIDO MIG102903, PRUEBANOMBRE MIG102903","1958-10-23",56,4,"1984-10-23",30,50,2,"MEDIO"
3296,"MIG102902","PRUEBAAPELLIDO MIG102902, PRUEBANOMBRE MIG102902","1960-10-23",54,1,"1984-10-23",30,21,2,"MEDIO"
3295,"MIG102901","PRUEBAAPELLIDO MIG102901, PRUEBANOMBRE MIG102901","1962-10-23",52,2,"1986-10-23",28,55,3,"ALTO"
3294,"MIG102900","PRUEBAAPELLIDO MIG102900, PRUEBANOMBRE MIG102900","1972-10-23",42,1,"1996-10-23",18,114,1,"BASICO"
3293,"MIG102899","PRUEBAAPELLIDO MIG102899, PRUEBANOMBRE MIG102899","1987-10-23",27,1,"2013-10-23",1,140,2,"MEDIO"
3292,"MIG102898","PRUEBAAPELLIDO MIG102898, PRUEBANOMBRE MIG102898","1986-10-23",28,4,"2012-10-23",2,34,3,"ALTO"
3291,"MIG102897","PRUEBAAPELLIDO MIG102897, PRUEBANOMBRE MIG102897","1960-10-23",54,3,"1986-10-23",28,81,1,"BASICO"
3290,"MIG102896","PRUEBAAPELLIDO MIG102896, PRUEBANOMBRE MIG102896","1954-10-23",60,4,"1978-10-23",36,39,2,"MEDIO"
3289,"MIG102895","PRUEBAAPELLIDO MIG102895, PRUEBANOMBRE MIG102895","1965-10-23",49,1,"1989-10-23",25,19,3,"ALTO"
3288,"MIG102894","PRUEBAAPELLIDO MIG102894, PRUEBANOMBRE MIG102894","1976-10-23",38,4,"2000-10-23",14,70,3,"ALTO"
3287,"MIG102893","PRUEBAAPELLIDO MIG102893, PRUEBANOMBRE MIG102893","1956-10-23",58,1,"1982-10-23",32,43,2,"MEDIO"
3286,"MIG102892","PRUEBAAPELLIDO MIG102892, PRUEBANOMBRE MIG102892","1955-10-23",59,1,"1981-10-23",33,63,1,"BASICO"
3285,"MIG102891","PRUEBAAPELLIDO MIG102891, PRUEBANOMBRE MIG102891","1966-10-23",48,4,"1990-10-23",24,18,1,"BASICO"
3284,"MIG102890","PRUEBAAPELLIDO MIG102890, PRUEBANOMBRE MIG102890","1961-10-23",53,3,"1985-10-23",29,33,2,"MEDIO"
3283,"MIG102889","PRUEBAAPELLIDO MIG102889, PRUEBANOMBRE MIG102889","1959-10-23",55,3,"1986-10-23",28,39,2,"MEDIO"
3282,"MIG102888","PRUEBAAPELLIDO MIG102888, PRUEBANOMBRE MIG102888","1974-10-23",40,2,"1998-10-23",16,109,1,"BASICO"
3281,"MIG102887","PRUEBAAPELLIDO MIG102887, PRUEBANOMBRE MIG102887","1964-10-23",50,1,"1989-10-23",25,58,2,"MEDIO"
3280,"MIG102886","PRUEBAAPELLIDO MIG102886, PRUEBANOMBRE MIG102886","1957-10-23",57,4,"1983-10-23",31,113,3,"ALTO"
3279,"MIG102885","PRUEBAAPELLIDO MIG102885, PRUEBANOMBRE MIG102885","1986-10-23",28,4,"2012-10-23",2,48,3,"ALTO"
3278,"MIG102884","PRUEBAAPELLIDO MIG102884, PRUEBANOMBRE MIG102884","1974-10-23",40,4,"2000-10-23",14,92,2,"MEDIO"
3277,"MIG102883","PRUEBAAPELLIDO MIG102883, PRUEBANOMBRE MIG102883","1959-10-23",55,1,"1983-10-23",31,69,2,"MEDIO"
3276,"MIG102882","PRUEBAAPELLIDO MIG102882, PRUEBANOMBRE MIG102882","1965-10-23",49,4,"1989-10-23",25,55,3,"ALTO"
3275,"MIG102881","PRUEBAAPELLIDO MIG102881, PRUEBANOMBRE MIG102881","1950-10-23",64,2,"1974-10-23",40,40,1,"BASICO"
3274,"MIG102880","PRUEBAAPELLIDO MIG102880, PRUEBANOMBRE MIG102880","1972-10-23",42,3,"1999-10-23",15,73,2,"MEDIO"
3273,"MIG102879","PRUEBAAPELLIDO MIG102879, PRUEBANOMBRE MIG102879","1969-10-23",45,4,"1995-10-23",19,122,2,"MEDIO"
3272,"MIG102878","PRUEBAAPELLIDO MIG102878, PRUEBANOMBRE MIG102878","1956-10-23",58,2,"1982-10-23",32,74,3,"ALTO"
3271,"MIG102877","PRUEBAAPELLIDO MIG102877, PRUEBANOMBRE MIG102877","1990-10-23",24,2,"2014-10-23",0,80,3,"ALTO"
3270,"MIG102876","PRUEBAAPELLIDO MIG102876, PRUEBANOMBRE MIG102876","1956-10-23",58,3,"1981-10-23",33,18,2,"MEDIO"
3269,"MIG102875","PRUEBAAPELLIDO MIG102875, PRUEBANOMBRE MIG102875","1965-10-23",49,1,"1989-10-23",25,114,3,"ALTO"
3268,"MIG102874","PRUEBAAPELLIDO MIG102874, PRUEBANOMBRE MIG102874","1966-10-23",48,1,"1991-10-23",23,35,1,"BASICO"
3267,"MIG102873","PRUEBAAPELLIDO MIG102873, PRUEBANOMBRE MIG102873","1964-10-23",50,1,"1988-10-23",26,23,1,"BASICO"
3266,"MIG102872","PRUEBAAPELLIDO MIG102872, PRUEBANOMBRE MIG102872","1949-10-23",65,4,"1975-10-23",39,82,3,"ALTO"
3265,"MIG102871","PRUEBAAPELLIDO MIG102871, PRUEBANOMBRE MIG102871","1971-10-23",43,1,"1997-10-23",17,91,1,"BASICO"
3264,"MIG102870","PRUEBAAPELLIDO MIG102870, PRUEBANOMBRE MIG102870","1954-10-23",60,1,"1979-10-23",35,22,1,"BASICO"
3263,"MIG102869","PRUEBAAPELLIDO MIG102869, PRUEBANOMBRE MIG102869","1962-10-23",52,4,"1988-10-23",26,31,1,"BASICO"
3262,"MIG102868","PRUEBAAPELLIDO MIG102868, PRUEBANOMBRE MIG102868","1955-10-23",59,3,"1981-10-23",33,110,1,"BASICO"
3261,"MIG102867","PRUEBAAPELLIDO MIG102867, PRUEBANOMBRE MIG102867","1968-10-23",46,2,"1992-10-23",22,141,1,"BASICO"
3260,"MIG102866","PRUEBAAPELLIDO MIG102866, PRUEBANOMBRE MIG102866","1955-10-23",59,2,"1981-10-23",33,23,3,"ALTO"
3259,"MIG102865","PRUEBAAPELLIDO MIG102865, PRUEBANOMBRE MIG102865","1949-10-23",65,2,"1973-10-23",41,84,3,"ALTO"
3258,"MIG102864","PRUEBAAPELLIDO MIG102864, PRUEBANOMBRE MIG102864","1985-10-23",29,4,"2009-10-23",5,70,1,"BASICO"
3257,"MIG102863","PRUEBAAPELLIDO MIG102863, PRUEBANOMBRE MIG102863","1949-10-23",65,4,"1975-10-23",39,113,3,"ALTO"
3256,"MIG102862","PRUEBAAPELLIDO MIG102862, PRUEBANOMBRE MIG102862","1972-10-23",42,4,"1996-10-23",18,60,3,"ALTO"
3255,"MIG102861","PRUEBAAPELLIDO MIG102861, PRUEBANOMBRE MIG102861","1987-10-23",27,4,"2012-10-23",2,20,3,"ALTO"
3254,"MIG102860","PRUEBAAPELLIDO MIG102860, PRUEBANOMBRE MIG102860","1979-10-23",35,1,"2003-10-23",11,188,3,"ALTO"
3253,"MIG102859","PRUEBAAPELLIDO MIG102859, PRUEBANOMBRE MIG102859","1978-10-23",36,2,"2003-10-23",11,158,1,"BASICO"
3252,"MIG102858","PRUEBAAPELLIDO MIG102858, PRUEBANOMBRE MIG102858","1980-10-23",34,3,"2006-10-23",8,184,1,"BASICO"
3251,"MIG102857","PRUEBAAPELLIDO MIG102857, PRUEBANOMBRE MIG102857","1978-10-23",36,4,"2004-10-23",10,172,2,"MEDIO"
3250,"MIG102856","PRUEBAAPELLIDO MIG102856, PRUEBANOMBRE MIG102856","1979-10-23",35,1,"2003-10-23",11,38,2,"MEDIO"
3249,"MIG102855","PRUEBAAPELLIDO MIG102855, PRUEBANOMBRE MIG102855","1965-10-23",49,4,"1990-10-23",24,79,3,"ALTO"
3248,"MIG102854","PRUEBAAPELLIDO MIG102854, PRUEBANOMBRE MIG102854","1986-10-23",28,4,"2011-10-23",3,54,2,"MEDIO"
3247,"MIG102853","PRUEBAAPELLIDO MIG102853, PRUEBANOMBRE MIG102853","1960-10-23",54,1,"1985-10-23",29,183,1,"BASICO"
3246,"MIG102852","PRUEBAAPELLIDO MIG102852, PRUEBANOMBRE MIG102852","1953-10-23",61,3,"1978-10-23",36,81,2,"MEDIO"
3245,"MIG102851","PRUEBAAPELLIDO MIG102851, PRUEBANOMBRE MIG102851","1956-10-23",58,1,"1980-10-23",34,125,1,"BASICO"
3244,"MIG102850","PRUEBAAPELLIDO MIG102850, PRUEBANOMBRE MIG102850","1969-10-23",45,2,"1993-10-23",21,158,1,"BASICO"
3243,"MIG102849","PRUEBAAPELLIDO MIG102849, PRUEBANOMBRE MIG102849","1990-10-23",24,2,"2014-10-23",0,78,2,"MEDIO"
3242,"MIG102848","PRUEBAAPELLIDO MIG102848, PRUEBANOMBRE MIG102848","1970-10-23",44,1,"1996-10-23",18,21,1,"BASICO"
3241,"MIG102847","PRUEBAAPELLIDO MIG102847, PRUEBANOMBRE MIG102847","1947-10-23",67,4,"1971-10-23",43,105,2,"MEDIO"
3240,"MIG102846","PRUEBAAPELLIDO MIG102846, PRUEBANOMBRE MIG102846","1952-10-23",62,2,"1978-10-23",36,85,3,"ALTO"
3239,"MIG102845","PRUEBAAPELLIDO MIG102845, PRUEBANOMBRE MIG102845","1954-10-23",60,3,"1980-10-23",34,64,3,"ALTO"
3238,"MIG102844","PRUEBAAPELLIDO MIG102844, PRUEBANOMBRE MIG102844","1987-10-23",27,4,"2011-10-23",3,20,1,"BASICO"
3237,"MIG102843","PRUEBAAPELLIDO MIG102843, PRUEBANOMBRE MIG102843","1978-10-23",36,1,"2003-10-23",11,90,1,"BASICO"
3236,"MIG102842","PRUEBAAPELLIDO MIG102842, PRUEBANOMBRE MIG102842","1977-10-23",37,4,"2003-10-23",11,190,2,"MEDIO"
3235,"MIG102841","PRUEBAAPELLIDO MIG102841, PRUEBANOMBRE MIG102841","1973-10-23",41,3,"1999-10-23",15,95,1,"BASICO"
3234,"MIG102840","PRUEBAAPELLIDO MIG102840, PRUEBANOMBRE MIG102840","1956-10-23",58,2,"1981-10-23",33,75,3,"ALTO"
3233,"MIG102839","PRUEBAAPELLIDO MIG102839, PRUEBANOMBRE MIG102839","1984-10-23",30,3,"2008-10-23",6,181,2,"MEDIO"
3232,"MIG102838","PRUEBAAPELLIDO MIG102838, PRUEBANOMBRE MIG102838","1975-10-23",39,2,"2000-10-23",14,54,2,"MEDIO"
3231,"MIG102837","PRUEBAAPELLIDO MIG102837, PRUEBANOMBRE MIG102837","1989-10-23",25,4,"2013-10-23",1,74,1,"BASICO"
3230,"MIG102836","PRUEBAAPELLIDO MIG102836, PRUEBANOMBRE MIG102836","1972-10-23",42,3,"1998-10-23",16,32,1,"BASICO"
3229,"MIG102835","PRUEBAAPELLIDO MIG102835, PRUEBANOMBRE MIG102835","1974-10-23",40,1,"1998-10-23",16,12,1,"BASICO"
3228,"MIG102834","PRUEBAAPELLIDO MIG102834, PRUEBANOMBRE MIG102834","1968-10-23",46,2,"1992-10-23",22,152,1,"BASICO"
3227,"MIG102833","PRUEBAAPELLIDO MIG102833, PRUEBANOMBRE MIG102833","1969-10-23",45,4,"1993-10-23",21,133,3,"ALTO"
3226,"MIG102832","PRUEBAAPELLIDO MIG102832, PRUEBANOMBRE MIG102832","1961-10-23",53,2,"1987-10-23",27,45,3,"ALTO"
3225,"MIG102831","PRUEBAAPELLIDO MIG102831, PRUEBANOMBRE MIG102831","1955-10-23",59,4,"1979-10-23",35,39,1,"BASICO"
3224,"MIG102830","PRUEBAAPELLIDO MIG102830, PRUEBANOMBRE MIG102830","1979-10-23",35,1,"2005-10-23",9,82,1,"BASICO"
3223,"MIG102829","PRUEBAAPELLIDO MIG102829, PRUEBANOMBRE MIG102829","1979-10-23",35,3,"2004-10-23",10,64,2,"MEDIO"
3222,"MIG102828","PRUEBAAPELLIDO MIG102828, PRUEBANOMBRE MIG102828","1977-10-23",37,4,"2003-10-23",11,84,2,"MEDIO"
3221,"MIG102827","PRUEBAAPELLIDO MIG102827, PRUEBANOMBRE MIG102827","1977-10-23",37,3,"2003-10-23",11,21,2,"MEDIO"
3220,"MIG102826","PRUEBAAPELLIDO MIG102826, PRUEBANOMBRE MIG102826","1979-10-23",35,1,"2004-10-23",10,48,3,"ALTO"
3219,"MIG102825","PRUEBAAPELLIDO MIG102825, PRUEBANOMBRE MIG102825","1952-10-23",62,2,"1978-10-23",36,44,1,"BASICO"
3218,"MIG102824","PRUEBAAPELLIDO MIG102824, PRUEBANOMBRE MIG102824","1981-10-23",33,1,"2007-10-23",7,21,3,"ALTO"
3217,"MIG102823","PRUEBAAPELLIDO MIG102823, PRUEBANOMBRE MIG102823","1984-10-23",30,4,"2009-10-23",5,30,1,"BASICO"
3216,"MIG102822","PRUEBAAPELLIDO MIG102822, PRUEBANOMBRE MIG102822","1957-10-23",57,3,"1982-10-23",32,31,2,"MEDIO"
3215,"MIG102821","PRUEBAAPELLIDO MIG102821, PRUEBANOMBRE MIG102821","1985-10-23",29,2,"2010-10-23",4,102,1,"BASICO"
3214,"MIG102820","PRUEBAAPELLIDO MIG102820, PRUEBANOMBRE MIG102820","1951-10-23",63,2,"1977-10-23",37,10,1,"BASICO"
3213,"MIG102819","PRUEBAAPELLIDO MIG102819, PRUEBANOMBRE MIG102819","1979-10-23",35,3,"2005-10-23",9,40,1,"BASICO"
3212,"MIG102818","PRUEBAAPELLIDO MIG102818, PRUEBANOMBRE MIG102818","1983-10-23",31,1,"2007-10-23",7,105,1,"BASICO"
3211,"MIG102817","PRUEBAAPELLIDO MIG102817, PRUEBANOMBRE MIG102817","1964-10-23",50,2,"1988-10-23",26,128,1,"BASICO"
3210,"MIG102816","PRUEBAAPELLIDO MIG102816, PRUEBANOMBRE MIG102816","1988-10-23",26,3,"2013-10-23",1,48,3,"ALTO"
3209,"MIG102815","PRUEBAAPELLIDO MIG102815, PRUEBANOMBRE MIG102815","1960-10-23",54,1,"1986-10-23",28,53,3,"ALTO"
3208,"MIG102814","PRUEBAAPELLIDO MIG102814, PRUEBANOMBRE MIG102814","1966-10-23",48,2,"1992-10-23",22,14,3,"ALTO"
3207,"MIG102813","PRUEBAAPELLIDO MIG102813, PRUEBANOMBRE MIG102813","1961-10-23",53,3,"1986-10-23",28,183,3,"ALTO"
3206,"MIG102812","PRUEBAAPELLIDO MIG102812, PRUEBANOMBRE MIG102812","1978-10-23",36,4,"2002-10-23",12,62,2,"MEDIO"
3205,"MIG102811","PRUEBAAPELLIDO MIG102811, PRUEBANOMBRE MIG102811","1956-10-23",58,4,"1980-10-23",34,45,2,"MEDIO"
3204,"MIG102810","PRUEBAAPELLIDO MIG102810, PRUEBANOMBRE MIG102810","1972-10-23",42,3,"1998-10-23",16,185,2,"MEDIO"
3203,"MIG102809","PRUEBAAPELLIDO MIG102809, PRUEBANOMBRE MIG102809","1961-10-23",53,3,"1987-10-23",27,35,3,"ALTO"
3202,"MIG102808","PRUEBAAPELLIDO MIG102808, PRUEBANOMBRE MIG102808","1987-10-23",27,2,"2012-10-23",2,129,1,"BASICO"
3201,"MIG102807","PRUEBAAPELLIDO MIG102807, PRUEBANOMBRE MIG102807","1961-10-23",53,2,"1987-10-23",27,59,3,"ALTO"
3200,"MIG102806","PRUEBAAPELLIDO MIG102806, PRUEBANOMBRE MIG102806","1977-10-23",37,3,"2002-10-23",12,182,3,"ALTO"
3199,"MIG102805","PRUEBAAPELLIDO MIG102805, PRUEBANOMBRE MIG102805","1958-10-23",56,3,"1982-10-23",32,33,1,"BASICO"
3198,"MIG102804","PRUEBAAPELLIDO MIG102804, PRUEBANOMBRE MIG102804","1971-10-23",43,1,"1996-10-23",18,41,3,"ALTO"
3197,"MIG102803","PRUEBAAPELLIDO MIG102803, PRUEBANOMBRE MIG102803","1962-10-23",52,1,"1992-10-23",22,154,3,"ALTO"
3196,"MIG102802","PRUEBAAPELLIDO MIG102802, PRUEBANOMBRE MIG102802","1956-10-23",58,4,"1980-10-23",34,41,1,"BASICO"
3195,"MIG102801","PRUEBAAPELLIDO MIG102801, PRUEBANOMBRE MIG102801","1962-10-23",52,2,"1988-10-23",26,28,2,"MEDIO"
3194,"MIG102800","PRUEBAAPELLIDO MIG102800, PRUEBANOMBRE MIG102800","1950-10-23",64,4,"1975-10-23",39,85,2,"MEDIO"
3193,"MIG102799","PRUEBAAPELLIDO MIG102799, PRUEBANOMBRE MIG102799","1956-10-23",58,1,"1981-10-23",33,28,3,"ALTO"
3192,"MIG102798","PRUEBAAPELLIDO MIG102798, PRUEBANOMBRE MIG102798","1949-10-23",65,1,"1975-10-23",39,53,3,"ALTO"
3191,"MIG102797","PRUEBAAPELLIDO MIG102797, PRUEBANOMBRE MIG102797","1957-10-23",57,2,"1982-10-23",32,30,2,"MEDIO"
3190,"MIG102796","PRUEBAAPELLIDO MIG102796, PRUEBANOMBRE MIG102796","1963-10-23",51,1,"1989-10-23",25,91,3,"ALTO"
3189,"MIG102795","PRUEBAAPELLIDO MIG102795, PRUEBANOMBRE MIG102795","1962-10-23",52,4,"1988-10-23",26,35,1,"BASICO"
3188,"MIG102794","PRUEBAAPELLIDO MIG102794, PRUEBANOMBRE MIG102794","1957-10-23",57,2,"1981-10-23",33,122,1,"BASICO"
3187,"MIG102793","PRUEBAAPELLIDO MIG102793, PRUEBANOMBRE MIG102793","1960-10-23",54,3,"1984-10-23",30,44,1,"BASICO"
3186,"MIG102792","PRUEBAAPELLIDO MIG102792, PRUEBANOMBRE MIG102792","1970-10-23",44,2,"1994-10-23",20,182,1,"BASICO"
3185,"MIG102791","PRUEBAAPELLIDO MIG102791, PRUEBANOMBRE MIG102791","1967-10-23",47,1,"1992-10-23",22,44,3,"ALTO"
3184,"MIG102790","PRUEBAAPELLIDO MIG102790, PRUEBANOMBRE MIG102790","1987-10-23",27,1,"2011-10-23",3,34,3,"ALTO"
3183,"MIG102789","PRUEBAAPELLIDO MIG102789, PRUEBANOMBRE MIG102789","1969-10-23",45,1,"1994-10-23",20,30,1,"BASICO"
3182,"MIG102788","PRUEBAAPELLIDO MIG102788, PRUEBANOMBRE MIG102788","1954-10-23",60,2,"1980-10-23",34,152,1,"BASICO"
3181,"MIG102787","PRUEBAAPELLIDO MIG102787, PRUEBANOMBRE MIG102787","1978-10-23",36,1,"2004-10-23",10,83,3,"ALTO"
3180,"MIG102786","PRUEBAAPELLIDO MIG102786, PRUEBANOMBRE MIG102786","1980-10-23",34,4,"2005-10-23",9,31,3,"ALTO"
3179,"MIG102785","PRUEBAAPELLIDO MIG102785, PRUEBANOMBRE MIG102785","1978-10-23",36,4,"2005-10-23",9,115,2,"MEDIO"
3178,"MIG102784","PRUEBAAPELLIDO MIG102784, PRUEBANOMBRE MIG102784","1961-10-23",53,2,"1988-10-23",26,25,2,"MEDIO"
3177,"MIG102783","PRUEBAAPELLIDO MIG102783, PRUEBANOMBRE MIG102783","1967-10-23",47,1,"1992-10-23",22,53,1,"BASICO"
3176,"MIG102782","PRUEBAAPELLIDO MIG102782, PRUEBANOMBRE MIG102782","1967-10-23",47,1,"1993-10-23",21,22,1,"BASICO"
3175,"MIG102781","PRUEBAAPELLIDO MIG102781, PRUEBANOMBRE MIG102781","1975-10-23",39,3,"2001-10-23",13,69,2,"MEDIO"
3174,"MIG102780","PRUEBAAPELLIDO MIG102780, PRUEBANOMBRE MIG102780","1955-10-23",59,4,"1979-10-23",35,168,2,"MEDIO"
