"IDE_CLIENTE";"IDE_CLIENTE_NIF";"DES_CLIENTE";"NUM_EDAD";"NUM_TAMANO_FAMILIAR";"NUM_ANOS_EXPERIENCIA";"NUM_INGRESOS_ANO";"IDE_NIVEL_EDUCACION"
3106;"MIG102712";"PRUEBAAPELLIDO MIG102712, PRUEBANOMBRE MIG102712";39;4;14;34000;1
3105;"MIG102711";"PRUEBAAPELLIDO MIG102711, PRUEBANOMBRE MIG102711";51;2;27;39000;1
3104;"MIG102710";"PRUEBAAPELLIDO MIG102710, PRUEBANOMBRE MIG102710";28;3;4;69000;2
3103;"MIG102709";"PRUEBAAPELLIDO MIG102709, PRUEBANOMBRE MIG102709";49;1;24;75000;2
3102;"MIG102708";"PRUEBAAPELLIDO MIG102708, PRUEBANOMBRE MIG102708";35;3;9;131000;3
3101;"MIG102707";"PRUEBAAPELLIDO MIG102707, PRUEBANOMBRE MIG102707";43;1;17;158000;1
3100;"MIG102706";"PRUEBAAPELLIDO MIG102706, PRUEBANOMBRE MIG102706";53;1;26;22000;2
3099;"MIG102705";"PRUEBAAPELLIDO MIG102705, PRUEBANOMBRE MIG102705";38;2;13;191000;1
3098;"MIG102704";"PRUEBAAPELLIDO MIG102704, PRUEBANOMBRE MIG102704";51;1;27;71000;2
3097;"MIG102703";"PRUEBAAPELLIDO MIG102703, PRUEBANOMBRE MIG102703";42;2;18;144000;1
3096;"MIG102702";"PRUEBAAPELLIDO MIG102702, PRUEBANOMBRE MIG102702";50;1;26;55000;2
3095;"MIG102701";"PRUEBAAPELLIDO MIG102701, PRUEBANOMBRE MIG102701";31;4;5;39000;2
3094;"MIG102700";"PRUEBAAPELLIDO MIG102700, PRUEBANOMBRE MIG102700";37;3;11;22000;2
3093;"MIG102699";"PRUEBAAPELLIDO MIG102699, PRUEBANOMBRE MIG102699";38;2;14;122000;1
3092;"MIG102698";"PRUEBAAPELLIDO MIG102698, PRUEBANOMBRE MIG102698";57;3;32;44000;2
3091;"MIG102697";"PRUEBAAPELLIDO MIG102697, PRUEBANOMBRE MIG102697";63;4;37;78000;3
3090;"MIG102696";"PRUEBAAPELLIDO MIG102696, PRUEBANOMBRE MIG102696";40;2;15;8000;2
3089;"MIG102695";"PRUEBAAPELLIDO MIG102695, PRUEBANOMBRE MIG102695";45;3;19;85000;1
3088;"MIG102694";"PRUEBAAPELLIDO MIG102694, PRUEBANOMBRE MIG102694";55;1;29;62000;1
3087;"MIG102693";"PRUEBAAPELLIDO MIG102693, PRUEBANOMBRE MIG102693";46;2;20;82000;2
3086;"MIG102692";"PRUEBAAPELLIDO MIG102692, PRUEBANOMBRE MIG102692";61;2;36;119000;2
3085;"MIG102691";"PRUEBAAPELLIDO MIG102691, PRUEBANOMBRE MIG102691";64;3;38;29000;2
3084;"MIG102690";"PRUEBAAPELLIDO MIG102690, PRUEBANOMBRE MIG102690";40;1;16;104000;1
3083;"MIG102689";"PRUEBAAPELLIDO MIG102689, PRUEBANOMBRE MIG102689";56;2;30;34000;2
3082;"MIG102688";"PRUEBAAPELLIDO MIG102688, PRUEBANOMBRE MIG102688";52;1;27;135000;1
3081;"MIG102687";"PRUEBAAPELLIDO MIG102687, PRUEBANOMBRE MIG102687";50;2;24;81000;3
3080;"MIG102686";"PRUEBAAPELLIDO MIG102686, PRUEBANOMBRE MIG102686";28;4;2;101000;3
3079;"MIG102685";"PRUEBAAPELLIDO MIG102685, PRUEBANOMBRE MIG102685";30;4;5;98000;3
3078;"MIG102684";"PRUEBAAPELLIDO MIG102684, PRUEBANOMBRE MIG102684";51;1;25;19000;3
3077;"MIG102683";"PRUEBAAPELLIDO MIG102683, PRUEBANOMBRE MIG102683";53;4;27;81000;3
3076;"MIG102682";"PRUEBAAPELLIDO MIG102682, PRUEBANOMBRE MIG102682";37;2;11;35000;3
3075;"MIG102681";"PRUEBAAPELLIDO MIG102681, PRUEBANOMBRE MIG102681";60;1;30;31000;3
3074;"MIG102680";"PRUEBAAPELLIDO MIG102680, PRUEBANOMBRE MIG102680";57;2;32;43000;3
3073;"MIG102679";"PRUEBAAPELLIDO MIG102679, PRUEBANOMBRE MIG102679";63;2;38;148000;3
3072;"MIG102678";"PRUEBAAPELLIDO MIG102678, PRUEBANOMBRE MIG102678";32;3;8;70000;1
3071;"MIG102677";"PRUEBAAPELLIDO MIG102677, PRUEBANOMBRE MIG102677";44;1;20;122000;1
3070;"MIG102676";"PRUEBAAPELLIDO MIG102676, PRUEBANOMBRE MIG102676";31;2;1;70000;3
3069;"MIG102675";"PRUEBAAPELLIDO MIG102675, PRUEBANOMBRE MIG102675";30;2;6;101000;1
3068;"MIG102674";"PRUEBAAPELLIDO MIG102674, PRUEBANOMBRE MIG102674";54;4;30;88000;2
3067;"MIG102673";"PRUEBAAPELLIDO MIG102673, PRUEBANOMBRE MIG102673";30;3;5;131000;3
3066;"MIG102672";"PRUEBAAPELLIDO MIG102672, PRUEBANOMBRE MIG102672";62;1;37;128000;1
3065;"MIG102671";"PRUEBAAPELLIDO MIG102671, PRUEBANOMBRE MIG102671";59;2;33;142000;1
3064;"MIG102670";"PRUEBAAPELLIDO MIG102670, PRUEBANOMBRE MIG102670";43;2;18;10000;2
3063;"MIG102669";"PRUEBAAPELLIDO MIG102669, PRUEBANOMBRE MIG102669";60;1;35;113000;1
3062;"MIG102668";"PRUEBAAPELLIDO MIG102668, PRUEBANOMBRE MIG102668";63;1;39;58000;2
3061;"MIG102667";"PRUEBAAPELLIDO MIG102667, PRUEBANOMBRE MIG102667";32;3;7;100000;2
3060;"MIG102666";"PRUEBAAPELLIDO MIG102666, PRUEBANOMBRE MIG102666";35;2;9;105000;3
3059;"MIG102665";"PRUEBAAPELLIDO MIG102665, PRUEBANOMBRE MIG102665";54;1;29;154000;2
3058;"MIG102664";"PRUEBAAPELLIDO MIG102664, PRUEBANOMBRE MIG102664";54;4;28;78000;1
3057;"MIG102663";"PRUEBAAPELLIDO MIG102663, PRUEBANOMBRE MIG102663";65;2;41;158000;1
3056;"MIG102662";"PRUEBAAPELLIDO MIG102662, PRUEBANOMBRE MIG102662";66;1;41;145000;1
3055;"MIG102661";"PRUEBAAPELLIDO MIG102661, PRUEBANOMBRE MIG102661";39;1;14;74000;2
3054;"MIG102660";"PRUEBAAPELLIDO MIG102660, PRUEBANOMBRE MIG102660";60;3;35;43000;3
3053;"MIG102659";"PRUEBAAPELLIDO MIG102659, PRUEBANOMBRE MIG102659";30;1;4;44000;1
3052;"MIG102658";"PRUEBAAPELLIDO MIG102658, PRUEBANOMBRE MIG102658";31;1;6;72000;2
3051;"MIG102657";"PRUEBAAPELLIDO MIG102657, PRUEBANOMBRE MIG102657";40;1;15;144000;1
3050;"MIG102656";"PRUEBAAPELLIDO MIG102656, PRUEBANOMBRE MIG102656";50;2;26;42000;3
3049;"MIG102655";"PRUEBAAPELLIDO MIG102655, PRUEBANOMBRE MIG102655";60;4;36;49000;1
3048;"MIG102654";"PRUEBAAPELLIDO MIG102654, PRUEBANOMBRE MIG102654";30;2;5;121000;1
3047;"MIG102653";"PRUEBAAPELLIDO MIG102653, PRUEBANOMBRE MIG102653";24;4;0;44000;1
3046;"MIG102652";"PRUEBAAPELLIDO MIG102652, PRUEBANOMBRE MIG102652";43;1;17;51000;3
3045;"MIG102651";"PRUEBAAPELLIDO MIG102651, PRUEBANOMBRE MIG102651";64;2;40;52000;1
3044;"MIG102650";"PRUEBAAPELLIDO MIG102650, PRUEBANOMBRE MIG102650";33;4;8;68000;1
3043;"MIG102649";"PRUEBAAPELLIDO MIG102649, PRUEBANOMBRE MIG102649";26;2;0;155000;1
3042;"MIG102648";"PRUEBAAPELLIDO MIG102648, PRUEBANOMBRE MIG102648";61;1;37;155000;1
3041;"MIG102647";"PRUEBAAPELLIDO MIG102647, PRUEBANOMBRE MIG102647";45;3;20;191000;3
3040;"MIG102646";"PRUEBAAPELLIDO MIG102646, PRUEBANOMBRE MIG102646";36;2;12;93000;1
3039;"MIG102645";"PRUEBAAPELLIDO MIG102645, PRUEBANOMBRE MIG102645";40;2;14;28000;3
3038;"MIG102644";"PRUEBAAPELLIDO MIG102644, PRUEBANOMBRE MIG102644";63;4;38;14000;2
3037;"MIG102643";"PRUEBAAPELLIDO MIG102643, PRUEBANOMBRE MIG102643";54;2;29;81000;3
3036;"MIG102642";"PRUEBAAPELLIDO MIG102642, PRUEBANOMBRE MIG102642";29;1;5;133000;1
3035;"MIG102641";"PRUEBAAPELLIDO MIG102641, PRUEBANOMBRE MIG102641";39;2;13;81000;1
3034;"MIG102640";"PRUEBAAPELLIDO MIG102640, PRUEBANOMBRE MIG102640";52;3;26;59000;2
3033;"MIG102639";"PRUEBAAPELLIDO MIG102639, PRUEBANOMBRE MIG102639";28;1;4;45000;3
3032;"MIG102638";"PRUEBAAPELLIDO MIG102638, PRUEBANOMBRE MIG102638";51;3;26;69000;2
3031;"MIG102637";"PRUEBAAPELLIDO MIG102637, PRUEBANOMBRE MIG102637";38;1;13;179000;1
3030;"MIG102636";"PRUEBAAPELLIDO MIG102636, PRUEBANOMBRE MIG102636";40;2;14;33000;3
3029;"MIG102635";"PRUEBAAPELLIDO MIG102635, PRUEBANOMBRE MIG102635";34;1;9;75000;1
3028;"MIG102634";"PRUEBAAPELLIDO MIG102634, PRUEBANOMBRE MIG102634";49;3;25;13000;1
3027;"MIG102633";"PRUEBAAPELLIDO MIG102633, PRUEBANOMBRE MIG102633";50;1;24;81000;1
3026;"MIG102632";"PRUEBAAPELLIDO MIG102632, PRUEBANOMBRE MIG102632";47;1;20;62000;2
3025;"MIG102631";"PRUEBAAPELLIDO MIG102631, PRUEBANOMBRE MIG102631";63;4;37;113000;3
3024;"MIG102630";"PRUEBAAPELLIDO MIG102630, PRUEBANOMBRE MIG102630";44;2;18;18000;3
3023;"MIG102629";"PRUEBAAPELLIDO MIG102629, PRUEBANOMBRE MIG102629";33;4;6;78000;2
3022;"MIG102628";"PRUEBAAPELLIDO MIG102628, PRUEBANOMBRE MIG102628";56;3;30;61000;1
3021;"MIG102627";"PRUEBAAPELLIDO MIG102627, PRUEBANOMBRE MIG102627";53;2;27;59000;3
3020;"MIG102626";"PRUEBAAPELLIDO MIG102626, PRUEBANOMBRE MIG102626";61;4;36;108000;2
3019;"MIG102625";"PRUEBAAPELLIDO MIG102625, PRUEBANOMBRE MIG102625";47;3;21;82000;1
3018;"MIG102624";"PRUEBAAPELLIDO MIG102624, PRUEBANOMBRE MIG102624";42;3;17;111000;1
3017;"MIG102623";"PRUEBAAPELLIDO MIG102623, PRUEBANOMBRE MIG102623";54;4;28;39000;2
3016;"MIG102622";"PRUEBAAPELLIDO MIG102622, PRUEBANOMBRE MIG102622";45;3;18;42000;2
3015;"MIG102621";"PRUEBAAPELLIDO MIG102621, PRUEBANOMBRE MIG102621";48;1;22;152000;1
3014;"MIG102620";"PRUEBAAPELLIDO MIG102620, PRUEBANOMBRE MIG102620";33;3;8;62000;1
3013;"MIG102619";"PRUEBAAPELLIDO MIG102619, PRUEBANOMBRE MIG102619";23;3;0;55000;2
3012;"MIG102618";"PRUEBAAPELLIDO MIG102618, PRUEBANOMBRE MIG102618";44;2;20;65000;1
3011;"MIG102617";"PRUEBAAPELLIDO MIG102617, PRUEBANOMBRE MIG102617";56;2;31;49000;3
3010;"MIG102616";"PRUEBAAPELLIDO MIG102616, PRUEBANOMBRE MIG102616";57;4;32;68000;1
3009;"MIG102615";"PRUEBAAPELLIDO MIG102615, PRUEBANOMBRE MIG102615";35;4;11;160000;3
3008;"MIG102614";"PRUEBAAPELLIDO MIG102614, PRUEBANOMBRE MIG102614";52;2;26;110000;3
3007;"MIG102613";"PRUEBAAPELLIDO MIG102613, PRUEBANOMBRE MIG102613";50;4;26;40000;2
3006;"MIG102612";"PRUEBAAPELLIDO MIG102612, PRUEBANOMBRE MIG102612";33;3;8;78000;2
3005;"MIG102611";"PRUEBAAPELLIDO MIG102611, PRUEBANOMBRE MIG102611";40;2;16;60000;1
3004;"MIG102610";"PRUEBAAPELLIDO MIG102610, PRUEBANOMBRE MIG102610";42;2;18;120000;1
3003;"MIG102609";"PRUEBAAPELLIDO MIG102609, PRUEBANOMBRE MIG102609";61;2;35;79000;1
3002;"MIG102608";"PRUEBAAPELLIDO MIG102608, PRUEBANOMBRE MIG102608";57;4;33;49000;1
3001;"MIG102607";"PRUEBAAPELLIDO MIG102607, PRUEBANOMBRE MIG102607";46;2;22;73000;1
3000;"MIG102606";"PRUEBAAPELLIDO MIG102606, PRUEBANOMBRE MIG102606";64;4;40;41000;2
2999;"MIG102605";"PRUEBAAPELLIDO MIG102605, PRUEBANOMBRE MIG102605";37;4;10;35000;2
2998;"MIG102604";"PRUEBAAPELLIDO MIG102604, PRUEBANOMBRE MIG102604";53;1;27;60000;1
2997;"MIG102603";"PRUEBAAPELLIDO MIG102603, PRUEBANOMBRE MIG102603";52;4;26;161000;1
2996;"MIG102602";"PRUEBAAPELLIDO MIG102602, PRUEBANOMBRE MIG102602";50;1;24;32000;3
2995;"MIG102601";"PRUEBAAPELLIDO MIG102601, PRUEBANOMBRE MIG102601";42;3;18;51000;3
2994;"MIG102600";"PRUEBAAPELLIDO MIG102600, PRUEBANOMBRE MIG102600";44;4;20;71000;3
2993;"MIG102599";"PRUEBAAPELLIDO MIG102599, PRUEBANOMBRE MIG102599";46;1;20;9000;1
2992;"MIG102598";"PRUEBAAPELLIDO MIG102598, PRUEBANOMBRE MIG102598";47;1;23;163000;1
2991;"MIG102597";"PRUEBAAPELLIDO MIG102597, PRUEBANOMBRE MIG102597";33;3;8;39000;1
2990;"MIG102596";"PRUEBAAPELLIDO MIG102596, PRUEBANOMBRE MIG102596";35;1;10;105000;1
2989;"MIG102595";"PRUEBAAPELLIDO MIG102595, PRUEBANOMBRE MIG102595";48;1;23;79000;2
2988;"MIG102594";"PRUEBAAPELLIDO MIG102594, PRUEBANOMBRE MIG102594";48;4;23;161000;3
2987;"MIG102593";"PRUEBAAPELLIDO MIG102593, PRUEBANOMBRE MIG102593";57;4;32;69000;1
2986;"MIG102592";"PRUEBAAPELLIDO MIG102592, PRUEBANOMBRE MIG102592";31;4;7;8000;2
2985;"MIG102591";"PRUEBAAPELLIDO MIG102591, PRUEBANOMBRE MIG102591";46;1;20;152000;3
2984;"MIG102590";"PRUEBAAPELLIDO MIG102590, PRUEBANOMBRE MIG102590";64;1;40;123000;1
2983;"MIG102589";"PRUEBAAPELLIDO MIG102589, PRUEBANOMBRE MIG102589";61;1;36;29000;1
2982;"MIG102588";"PRUEBAAPELLIDO MIG102588, PRUEBANOMBRE MIG102588";60;4;33;55000;2
2981;"MIG102587";"PRUEBAAPELLIDO MIG102587, PRUEBANOMBRE MIG102587";47;4;23;149000;1
2980;"MIG102586";"PRUEBAAPELLIDO MIG102586, PRUEBANOMBRE MIG102586";51;1;26;70000;2
2979;"MIG102585";"PRUEBAAPELLIDO MIG102585, PRUEBANOMBRE MIG102585";59;3;34;114000;2
2978;"MIG102584";"PRUEBAAPELLIDO MIG102584, PRUEBANOMBRE MIG102584";37;1;11;71000;1
2977;"MIG102583";"PRUEBAAPELLIDO MIG102583, PRUEBANOMBRE MIG102583";33;1;9;42000;3
2976;"MIG102582";"PRUEBAAPELLIDO MIG102582, PRUEBANOMBRE MIG102582";60;4;34;25000;3
2975;"MIG102581";"PRUEBAAPELLIDO MIG102581, PRUEBANOMBRE MIG102581";31;1;7;149000;1
2974;"MIG102580";"PRUEBAAPELLIDO MIG102580, PRUEBANOMBRE MIG102580";52;1;27;23000;3
2973;"MIG102579";"PRUEBAAPELLIDO MIG102579, PRUEBANOMBRE MIG102579";45;1;21;164000;1
2972;"MIG102578";"PRUEBAAPELLIDO MIG102578, PRUEBANOMBRE MIG102578";55;1;29;78000;3
2971;"MIG102577";"PRUEBAAPELLIDO MIG102577, PRUEBANOMBRE MIG102577";60;4;36;30000;1
2970;"MIG102576";"PRUEBAAPELLIDO MIG102576, PRUEBANOMBRE MIG102576";42;3;16;41000;3
2969;"MIG102575";"PRUEBAAPELLIDO MIG102575, PRUEBANOMBRE MIG102575";45;3;18;10000;2
2968;"MIG102574";"PRUEBAAPELLIDO MIG102574, PRUEBANOMBRE MIG102574";58;2;34;80000;1
2967;"MIG102573";"PRUEBAAPELLIDO MIG102573, PRUEBANOMBRE MIG102573";62;1;32;33000;3
2966;"MIG102572";"PRUEBAAPELLIDO MIG102572, PRUEBANOMBRE MIG102572";34;2;8;40000;3
2965;"MIG102571";"PRUEBAAPELLIDO MIG102571, PRUEBANOMBRE MIG102571";30;2;4;154000;1
2964;"MIG102570";"PRUEBAAPELLIDO MIG102570, PRUEBANOMBRE MIG102570";35;1;10;139000;1
2963;"MIG102569";"PRUEBAAPELLIDO MIG102569, PRUEBANOMBRE MIG102569";46;2;21;34000;1
2962;"MIG102568";"PRUEBAAPELLIDO MIG102568, PRUEBANOMBRE MIG102568";58;2;33;142000;1
2961;"MIG102567";"PRUEBAAPELLIDO MIG102567, PRUEBANOMBRE MIG102567";30;1;5;42000;1
2960;"MIG102566";"PRUEBAAPELLIDO MIG102566, PRUEBANOMBRE MIG102566";40;2;15;10000;3
2959;"MIG102565";"PRUEBAAPELLIDO MIG102565, PRUEBANOMBRE MIG102565";43;3;16;25000;2
2958;"MIG102564";"PRUEBAAPELLIDO MIG102564, PRUEBANOMBRE MIG102564";39;1;13;94000;3
2957;"MIG102563";"PRUEBAAPELLIDO MIG102563, PRUEBANOMBRE MIG102563";45;2;21;39000;3
2956;"MIG102562";"PRUEBAAPELLIDO MIG102562, PRUEBANOMBRE MIG102562";31;1;5;180000;3
2955;"MIG102561";"PRUEBAAPELLIDO MIG102561, PRUEBANOMBRE MIG102561";44;2;18;71000;3
2954;"MIG102560";"PRUEBAAPELLIDO MIG102560, PRUEBANOMBRE MIG102560";36;2;12;88000;1
2953;"MIG102559";"PRUEBAAPELLIDO MIG102559, PRUEBANOMBRE MIG102559";43;2;19;172000;1
2952;"MIG102558";"PRUEBAAPELLIDO MIG102558, PRUEBANOMBRE MIG102558";36;4;11;23000;3
2951;"MIG102557";"PRUEBAAPELLIDO MIG102557, PRUEBANOMBRE MIG102557";28;3;4;82000;1
2950;"MIG102556";"PRUEBAAPELLIDO MIG102556, PRUEBANOMBRE MIG102556";58;3;32;110000;2
2949;"MIG102555";"PRUEBAAPELLIDO MIG102555, PRUEBANOMBRE MIG102555";63;1;39;53000;1
2948;"MIG102554";"PRUEBAAPELLIDO MIG102554, PRUEBANOMBRE MIG102554";39;2;15;91000;2
2947;"MIG102553";"PRUEBAAPELLIDO MIG102553, PRUEBANOMBRE MIG102553";39;1;15;65000;3
2946;"MIG102552";"PRUEBAAPELLIDO MIG102552, PRUEBANOMBRE MIG102552";46;2;22;43000;3
2945;"MIG102551";"PRUEBAAPELLIDO MIG102551, PRUEBANOMBRE MIG102551";32;1;8;20000;3
2944;"MIG102550";"PRUEBAAPELLIDO MIG102550, PRUEBANOMBRE MIG102550";41;1;15;63000;3
2943;"MIG102549";"PRUEBAAPELLIDO MIG102549, PRUEBANOMBRE MIG102549";48;1;24;80000;1
2942;"MIG102548";"PRUEBAAPELLIDO MIG102548, PRUEBANOMBRE MIG102548";38;2;13;15000;2
2941;"MIG102547";"PRUEBAAPELLIDO MIG102547, PRUEBANOMBRE MIG102547";50;2;25;9000;1
2940;"MIG102546";"PRUEBAAPELLIDO MIG102546, PRUEBANOMBRE MIG102546";25;3;0;39000;2
2939;"MIG102545";"PRUEBAAPELLIDO MIG102545, PRUEBANOMBRE MIG102545";58;1;34;90000;2
2938;"MIG102544";"PRUEBAAPELLIDO MIG102544, PRUEBANOMBRE MIG102544";64;4;39;24000;2
2937;"MIG102543";"PRUEBAAPELLIDO MIG102543, PRUEBANOMBRE MIG102543";54;4;30;79000;2
2936;"MIG102542";"PRUEBAAPELLIDO MIG102542, PRUEBANOMBRE MIG102542";34;2;8;171000;2
2935;"MIG102541";"PRUEBAAPELLIDO MIG102541, PRUEBANOMBRE MIG102541";49;4;23;41000;1
2934;"MIG102540";"PRUEBAAPELLIDO MIG102540, PRUEBANOMBRE MIG102540";32;1;7;98000;1
2933;"MIG102539";"PRUEBAAPELLIDO MIG102539, PRUEBANOMBRE MIG102539";37;2;12;175000;1
2932;"MIG102538";"PRUEBAAPELLIDO MIG102538, PRUEBANOMBRE MIG102538";53;1;27;75000;2
2931;"MIG102537";"PRUEBAAPELLIDO MIG102537, PRUEBANOMBRE MIG102537";51;1;25;104000;2
2930;"MIG102536";"PRUEBAAPELLIDO MIG102536, PRUEBANOMBRE MIG102536";50;2;25;21000;3
2929;"MIG102535";"PRUEBAAPELLIDO MIG102535, PRUEBANOMBRE MIG102535";56;1;30;90000;2
2928;"MIG102534";"PRUEBAAPELLIDO MIG102534, PRUEBANOMBRE MIG102534";54;1;29;111000;2
2927;"MIG102533";"PRUEBAAPELLIDO MIG102533, PRUEBANOMBRE MIG102533";53;4;28;19000;1
2926;"MIG102532";"PRUEBAAPELLIDO MIG102532, PRUEBANOMBRE MIG102532";59;2;35;14000;1
2925;"MIG102531";"PRUEBAAPELLIDO MIG102531, PRUEBANOMBRE MIG102531";56;4;30;31000;3
2924;"MIG102530";"PRUEBAAPELLIDO MIG102530, PRUEBANOMBRE MIG102530";29;3;5;44000;2
2923;"MIG102529";"PRUEBAAPELLIDO MIG102529, PRUEBANOMBRE MIG102529";57;3;31;79000;1
2922;"MIG102528";"PRUEBAAPELLIDO MIG102528, PRUEBANOMBRE MIG102528";27;3;1;43000;2
2921;"MIG102527";"PRUEBAAPELLIDO MIG102527, PRUEBANOMBRE MIG102527";26;4;1;50000;2
2920;"MIG102526";"PRUEBAAPELLIDO MIG102526, PRUEBANOMBRE MIG102526";32;1;8;60000;1
2919;"MIG102525";"PRUEBAAPELLIDO MIG102525, PRUEBANOMBRE MIG102525";49;3;25;24000;1
2918;"MIG102524";"PRUEBAAPELLIDO MIG102524, PRUEBANOMBRE MIG102524";49;2;23;100000;1
2917;"MIG102523";"PRUEBAAPELLIDO MIG102523, PRUEBANOMBRE MIG102523";63;2;37;145000;1
2916;"MIG102522";"PRUEBAAPELLIDO MIG102522, PRUEBANOMBRE MIG102522";49;4;23;29000;1
2915;"MIG102521";"PRUEBAAPELLIDO MIG102521, PRUEBANOMBRE MIG102521";56;4;29;45000;2
2914;"MIG102520";"PRUEBAAPELLIDO MIG102520, PRUEBANOMBRE MIG102520";60;2;36;10000;1
2913;"MIG102519";"PRUEBAAPELLIDO MIG102519, PRUEBANOMBRE MIG102519";61;4;37;50000;2
2912;"MIG102518";"PRUEBAAPELLIDO MIG102518, PRUEBANOMBRE MIG102518";57;2;31;120000;1
2911;"MIG102517";"PRUEBAAPELLIDO MIG102517, PRUEBANOMBRE MIG102517";28;3;3;74000;3
2910;"MIG102516";"PRUEBAAPELLIDO MIG102516, PRUEBANOMBRE MIG102516";31;1;5;34000;3
2909;"MIG102515";"PRUEBAAPELLIDO MIG102515, PRUEBANOMBRE MIG102515";41;2;16;25000;2
2908;"MIG102514";"PRUEBAAPELLIDO MIG102514, PRUEBANOMBRE MIG102514";52;1;26;71000;3
2907;"MIG102513";"PRUEBAAPELLIDO MIG102513, PRUEBANOMBRE MIG102513";58;2;32;111000;1
2906;"MIG102512";"PRUEBAAPELLIDO MIG102512, PRUEBANOMBRE MIG102512";51;4;27;92000;1
2905;"MIG102511";"PRUEBAAPELLIDO MIG102511, PRUEBANOMBRE MIG102511";62;4;38;52000;2
2904;"MIG102510";"PRUEBAAPELLIDO MIG102510, PRUEBANOMBRE MIG102510";36;4;11;8000;3
2903;"MIG102509";"PRUEBAAPELLIDO MIG102509, PRUEBANOMBRE MIG102509";40;3;15;63000;1
2902;"MIG102508";"PRUEBAAPELLIDO MIG102508, PRUEBANOMBRE MIG102508";59;4;34;60000;1
2901;"MIG102507";"PRUEBAAPELLIDO MIG102507, PRUEBANOMBRE MIG102507";66;1;42;39000;2
2900;"MIG102506";"PRUEBAAPELLIDO MIG102506, PRUEBANOMBRE MIG102506";33;4;7;43000;1
2899;"MIG102505";"PRUEBAAPELLIDO MIG102505, PRUEBANOMBRE MIG102505";48;2;24;61000;1
2898;"MIG102504";"PRUEBAAPELLIDO MIG102504, PRUEBANOMBRE MIG102504";38;4;14;20000;2
2897;"MIG102503";"PRUEBAAPELLIDO MIG102503, PRUEBANOMBRE MIG102503";58;2;31;178000;2
2896;"MIG102502";"PRUEBAAPELLIDO MIG102502, PRUEBANOMBRE MIG102502";44;4;18;90000;3
2895;"MIG102501";"PRUEBAAPELLIDO MIG102501, PRUEBANOMBRE MIG102501";28;2;2;121000;1
2894;"MIG102500";"PRUEBAAPELLIDO MIG102500, PRUEBANOMBRE MIG102500";53;4;27;38000;2
2893;"MIG102499";"PRUEBAAPELLIDO MIG102499, PRUEBANOMBRE MIG102499";38;2;14;111000;1
2892;"MIG102498";"PRUEBAAPELLIDO MIG102498, PRUEBANOMBRE MIG102498";33;3;9;14000;3
2891;"MIG102497";"PRUEBAAPELLIDO MIG102497, PRUEBANOMBRE MIG102497";63;3;37;32000;2
2890;"MIG102496";"PRUEBAAPELLIDO MIG102496, PRUEBANOMBRE MIG102496";46;4;22;70000;1
2889;"MIG102495";"PRUEBAAPELLIDO MIG102495, PRUEBANOMBRE MIG102495";35;2;9;63000;1
2888;"MIG102494";"PRUEBAAPELLIDO MIG102494, PRUEBANOMBRE MIG102494";34;1;9;49000;3
2887;"MIG102493";"PRUEBAAPELLIDO MIG102493, PRUEBANOMBRE MIG102493";28;2;3;134000;1
2886;"MIG102492";"PRUEBAAPELLIDO MIG102492, PRUEBANOMBRE MIG102492";38;2;14;80000;1
2885;"MIG102491";"PRUEBAAPELLIDO MIG102491, PRUEBANOMBRE MIG102491";52;3;28;168000;3
2884;"MIG102490";"PRUEBAAPELLIDO MIG102490, PRUEBANOMBRE MIG102490";29;4;3;41000;1
2883;"MIG102489";"PRUEBAAPELLIDO MIG102489, PRUEBANOMBRE MIG102489";38;2;14;105000;1
2882;"MIG102488";"PRUEBAAPELLIDO MIG102488, PRUEBANOMBRE MIG102488";45;1;20;40000;3
2881;"MIG102487";"PRUEBAAPELLIDO MIG102487, PRUEBANOMBRE MIG102487";61;1;36;130000;1
2880;"MIG102486";"PRUEBAAPELLIDO MIG102486, PRUEBANOMBRE MIG102486";61;3;36;48000;1
2879;"MIG102485";"PRUEBAAPELLIDO MIG102485, PRUEBANOMBRE MIG102485";46;1;21;30000;3
2878;"MIG102484";"PRUEBAAPELLIDO MIG102484, PRUEBANOMBRE MIG102484";44;4;18;68000;1
2877;"MIG102483";"PRUEBAAPELLIDO MIG102483, PRUEBANOMBRE MIG102483";28;1;4;129000;1
2876;"MIG102482";"PRUEBAAPELLIDO MIG102482, PRUEBANOMBRE MIG102482";55;2;30;64000;2
2875;"MIG102481";"PRUEBAAPELLIDO MIG102481, PRUEBANOMBRE MIG102481";39;2;13;50000;2
2874;"MIG102480";"PRUEBAAPELLIDO MIG102480, PRUEBANOMBRE MIG102480";55;4;30;82000;2
2873;"MIG102479";"PRUEBAAPELLIDO MIG102479, PRUEBANOMBRE MIG102479";30;2;5;178000;1
2872;"MIG102478";"PRUEBAAPELLIDO MIG102478, PRUEBANOMBRE MIG102478";40;1;14;179000;3
2871;"MIG102477";"PRUEBAAPELLIDO MIG102477, PRUEBANOMBRE MIG102477";54;4;28;30000;2
2870;"MIG102476";"PRUEBAAPELLIDO MIG102476, PRUEBANOMBRE MIG102476";52;3;26;79000;1
2869;"MIG102475";"PRUEBAAPELLIDO MIG102475, PRUEBANOMBRE MIG102475";64;2;38;40000;3
2868;"MIG102474";"PRUEBAAPELLIDO MIG102474, PRUEBANOMBRE MIG102474";57;4;32;39000;1
